"handle","followers","following","retweet"
"kmfarrell33",6,222,false
"GCXRNW",128,46,false
"NeilDenham1978",469,448,false"handle","followers","following","retweet"
"CoombsGill",335,327,false
"MeeraRao17",1578,4456,false
"XRCardiff",3572,2451,false
"SocialLondonUK",417,249,false
"GCXRNW",128,46,false
"firstmile",4351,2357,false
"ajphotoinfo",1031,33,false
"lookaheadtweets",1417,1405,false
"greentomatocars",6277,7124,false
"NBC10_Lindsay",4469,476,false
"Fervr",2567,772,false
"kjoerwin",33736,31179,false
"kyusho_ca",8633,8675,false
"Elliswrites2",71,753,false
"urbantheory01",46,50,false
"VellyGrrl",258,479,false
"formacareUK",47,199,false
"endorsejobs",8,23,false
"NegansMiz",1171,178,false
"MzansisHP",3906,5032,false
"JohnKremer",26399,11639,false
"aloewhat",7330,8067,false
"tonycarroll",6364,676,false
"1feralkat",9747,10519,false
"ForumCentre",3098,1196,false
"jrharrisonmph",4151,4955,false
"inconstantflux",14,38,false
"Rada00563645",4478,928,false
"veggievagabonds",3922,3759,false
"DecidApp",5,10,false
"absolute360",12702,7164,false
"Hilde57293257",4376,3469,false
"gerryboy10",4364,4500,false
"eharmonyUK",14456,1012,false
"SacredGin",8171,4638,false
"SparksCharity",9077,1239,false
"20djuliod2015",598,1948,false
"victory6604",916,1932,false
"charismenelaou",14539,6410,false
"aurumbtc",437,1037,false
"kyusho_alliance",11806,11406,false
"davidrowlands21",58,155,false
"hellen_robert",1243,1963,false
"trumper0319",2694,3836,false
"Nishaad23698496",77,36,false
"Makeba451",121,201,false
"NatashaReid95",1164,950,false
"cestriatherapy1",131,680,false
"allansloan",65,97,false
"jackie_hoare",42,203,false
"TheOriginalAbi",133,322,false
"PREHEMPTIVE",82,336,false
"berlincitygurlz",183,143,false
"KumuSamoana",557,801,false
"joshuabrand",1071,3603,false
"AllaKrymova",28546,18561,false
"iPromoNaija",20870,921,false
"online_flooring",16,129,false
"MySeminarsCY",42,4,false
"smartcitti",60,153,false
"jedikat71",1530,1945,false
"Kyusho_Jitsu",1117,1585,false
"Allan40817180",4,10,false
"i_common_man",1680,253,false
"mako671178",23956,26040,false
"mrtallerjerry",106,67,false
"towerworld1",1286,22,false
"sha__re",8453,5525,false
"SheetSetAdvisor",24,156,false
"sha_ji1",31751,29173,false
"DImpradice",9,15,false
"AnalyticaGlobal",1786,1,false
"perpetuals3lf",172,159,false
"1RealMrPink",29584,27012,false
"abbi_amoreantos",149,237,false
"ChinaPlusNews",767864,244,false
"OiFatin",132,211,false
"HeyMo517",8711,8433,false
"2018Ria",14741,5791,false
"UrologyHospital",313,422,false
"originlbookgirl",2863,1615,false
"_iamveronica_",117,98,false
"rongill",223,480,false
"kamal0sharma",1029,1255,false
"cracraone",466,588,false
"AmMartinus",278,410,false
"ChaoticFarmr",23,6,false
"Patddfan88",735,218,false
"ToPeeOrNot",789,238,false
"graces_tweets",65,12,false
"cynthetta",1861,1834,false
"AndreJoosteTat",79,175,false
"followersedge",256,251,false
"teamstoodnt",205,78,false
"RyansWriting",488,618,false
"Vasitum",46,79,false
"JeffBeesler",10323,11327,false
"wapikazi",1335,120,false
"patdiddy88",325,205,false
"KeeshaShauntay",1169,2557,false"handle","followers","following","retweet"
"BFI_environment",991,78,false
"ClearyJerome",41,985,false
"AndreaofBLB",33303,33671,false
"grade1bales",554,749,false
"AlexJamesInc",2644,2817,false
"TrumpsToast",624,688,false
"Kelisia",18511,20095,false
"RockSolidDem",4855,5018,false
"TrainerTinsley",296,904,false
"VinnieTortorich",32090,138,false
"AnaDoraGGN",259,1645,false
"witinkfan",25,57,false
"TinyHippocampus",845,1157,false
"TrainerTinsley",296,904,false
"StevieSkyrise",5933,5995,false
"Jorebungley",3770,1919,false
"beardieplays",83,506,false
"EliteSportsClub",600,425,false
"iowamamaof3",2610,2543,false
"HartLinus",83,74,false
"CrownRelo",1726,543,false
"mactavish",4260,4999,false
"ChastenAnne",173,519,false
"thelazygeeks",418,234,false
"MARK22127952",6,116,false
"MARK22127952",6,116,false
"TheRealTedNeal",18,30,false
"lovelycrow19",41,202,false
"kvvpa",963,697,false
"RandomLady19",4,15,false
"Souls4F",2,22,false
"unspokenmarksco",188,246,false
"Joe69325884",23,150,false
"eating_rochelle",24,38,false
"20thgrader",6273,5005,false
"Metalguyforty",321,213,false
"kurtludden19",1206,1257,false
"traytaymakeup",4194,2716,false
"challblues25",1159,2234,false
"1naveengiri",252,427,false
"JayBueme",3952,4521,false
"Stu2511",291,351,false
"phoenixarcherxx",19,39,false
"Xponentially",781,236,false
"stephenlynnward",9577,9737,false
"Lisa33098397",194,569,false
"dale_hargett",271,419,false
"oscarcampos",271,399,false
"unspokenmarksco",188,246,false
"maverickboey",242,139,false
"walkerhunter24",94,124,false
"trinettemalone",28,178,false
"40youbeautiful",45,136,false
"AnnaVocino",15644,940,false
"mob__mentality",1062,4988,false
"TWalkingDWorld",19910,3039,false
"TheSoniaShow",900,709,false
"Sque4zy",245,265,false
"SupStreamersRT2",17944,8375,false
"RileyDueck",357,999,false
"inabinpradhan",1414,1175,false
"NihalKadam12",2,19,false
"toter666",156,193,false
"TheDarjChron",7991,367,false
"pixii8188",86,338,false
"susiecarder",2578,875,false
"yeyoung0219",1608,1363,false
"utbrown",10257,7434,false
"BeyondAttitude",808,1371,false
"RealLyra",39,46,false
"MarkASchrader",814,1059,false
"StartingUpIdeas",14,1,false
"jhendez",5246,3595,false
"Sempredem",2314,1825,false
"Alice_Vogue",7374,2718,false
"1tracidahlia",1276,4012,false
"ImMaxwellington",39,247,false
"NovoaBran",505,202,false
"joshuabrand",1071,3603,false
"dreambuilder44",2818,2961,false
"rebjefwill_j",120,234,false
"Jim_DeSantis",377,308,false
"krbcan",286,986,false
"family_inmate",318,86,false
"UserExperienceU",30911,26197,false
"theNiceCaptain",582,369,false
"twithaca",6509,182,false
"Smitty_Puff_Jr",37,82,false
"IthacaBagpipes",38,249,false
"QuintenLamar",423,1090,false
"ImogenLamport",1809,600,false
"timothykendrick",4681,4487,false
"turret_",287,452,false
"MHazlewood",370,503,false
"witinradio",4153,490,false
"2xfo",374,489,false
"SamanthaBrown",108486,586,false
"weather0witch",1619,2079,false
"christyv11",834,975,false
"uspetfood",5256,1294,false"handle","followers","following","retweet"
"limesify",61,96,false
"KH_Creative_86",232,686,false
"jm_steger",6618,4718,false
"KansasAAP",717,319,false
"ItsAnOddWorld",61,144,false
"PittamSharon",443,609,false
"MITcollectibles",358,1523,false
"dperetin_10",245,307,false
"Alphaology",394,469,false
"SkyriseMusic",7401,7538,false
"2587mary",270,649,false
"WTFNews4U",1040,594,false
"vankapro",15113,15547,false
"iamignition",517,390,false
"bratzbaby999",15,235,false
"LLF81547510",18,112,false
"Abdideck2",716,1099,false
"AMindWHeart",1015,962,false
"psyclbro",561,891,false
"MsGwench",9208,9285,false
"loulou54148903",0,11,false
"AgusSup39011241",9351,8755,false
"ClaudetteMendes",3411,2169,false
"LizWeiss",12110,5454,false
"DrManishaDeokar",590,891,false
"gawarenerdmedia",134,304,false
"BSidesTV",2370,1042,false
"TeeDee1",1479,2121,false
"AVPradioshow",52,165,false
"marymorrissey",12369,600,false
"McgibneyNathan",335,1348,false
"AfPeacebuilding",16178,1106,false
"LatimerBrett",647,298,false
"Boogeymantweets",767,900,false
"SpacecoastStick",215,370,false
"QBCrystals",1183,1182,false
"pdawn1027",82,514,false
"tlhenley46",43,175,false
"TeachBusinessEd",106,237,false
"MondayNightIBD",2436,655,false
"PolyglotGroup",1530,2676,false
"AvaEvansHypno",371,473,false
"cahmadtwit",38,183,false
"Empoweringpts9",3045,4682,false
"tina_in_dc",645,725,false
"15minsjamieb",1613,633,false
"dangerwolf93",844,1464,false
"EugenieW76",1002,288,false
"annefutch",128,54,false
"Helpmates_Jobs",1889,2245,false
"Amanda21278519",704,1426,false
"taxplan4U",187,352,false
"amysue_amysue",70,303,false
"TheTestGuide",123,438,false
"Anxiety_Sugarr",1269,391,false
"dneige89",896,2418,false
"tanyastarsin",1622,4544,false
"AuthorGraceRuto",755,625,false
"ClickeryPhoto",506,581,false
"StabbyGM",320,920,false
"UndeadWalkingFS",29399,10269,false
"Catherine__Cain",170,1216,false
"DaviesAuthor",1670,2083,false
"Premunition",11864,11669,false
"DivinerJake",70,256,false
"CynGagen",13273,10957,false
"ErinMichigan",499,726,false
"TreatYoBrain",11760,4462,false
"Tinafayeee",5756,5912,false
"natrellabot",1326,1,false
"MentalHRetweet",773,4,false
"MentalHRetweet",773,4,false
"PickingMeFdn",2625,2625,false
"DrawnfromValor",1030,1483,false
"AJIHealth",171,380,false
"jandroid",3381,3545,false
"MentalSnapback",298,625,false
"JuniaSchneider7",15804,14023,false
"ebeth2430",14658,12225,false
"howtoloseblog",2,0,false
"TheTimKintz",2678,4459,false
"ojodio_jodi",1209,3105,false
"DLauro",4282,4961,false
"lscain3834",1531,2354,false
"lang51b",8238,8706,false
"edcampOSjr",7169,6080,false
"Dadbod97992267",1701,1598,false
"midolisauvage",3415,4986,false
"TheDopestB",115,794,false
"20thgrader",6273,5005,false
"FantasiaVillas",1950,562,false
"jenjavajunky",32051,31938,false
"ibrahim247",846,2322,false
"ContinuedFight",29271,1826,false
"BlackSoulFood",4414,3187,false
"andeavorable",705,1142,false
"karidtha",955,862,false
"TrainerGloria",833,384,false
"LizSaldanaNYC",1495,1110,false
"SelfLender",10568,3482,false"handle","followers","following","retweet"
"LizSaldanaNYC",1495,1110,false
"_Rae_Miles_",351,170,false
"Vegan4Animal",5329,635,false
"DisplacedNation",3704,1133,false
"glowingcanary",1682,1813,false
"zem42",453,510,false
"ZahoorBargir",2644,1792,false
"OwenVachell",123,611,false
"RoyBOOTHE2",14,61,false
"TreasurdSparrow",47,112,false
"rvboothesr",59,430,false
"mychangingplace",2295,1519,false
"LemonDropIcing",2491,2365,false
"RevoCoolers",722,614,false
"mindoverlatte",328,209,false
"BongFleet",1392,3073,false
"elena_SF_CA",3871,3493,false
"jonnyrobmunn",623,451,false
"djmikebills",452,945,false
"thetippytopblog",2299,60,false
"cagataykurt",143,105,false
"davegmencarelli",780,692,false
"flowmotor",1166,2180,false
"sunghong",976,1227,false
"_heatherebert",151,814,false
"Fern_Animation",131,31,false
"CynGagen",13273,10957,false
"ToddMedema",514,377,false
"Bell_live03",2386,837,false
"DylanTheTexan",45,187,false
"nickfolio",1032,789,false
"stretchandbloom",4348,2922,false
"kstewartymca",407,754,false
"jareds_TJ",42,127,false
"robersonma",4710,5165,false
"learnbettersex",29,193,false
"PerthCurling",517,92,false
"ideas42",26460,565,false
"MillieThom",13557,7144,false
"ParadigmAustin",225,214,false
"LizSaldanaNYC",1495,1110,false
"CraigCecilio",8468,3992,false
"DiluAli1",753,5003,false
"morrowjo",129,189,false
"donnal521",403,566,false
"steffen_siegel",284,425,false
"Hardcorecoin",9203,9077,false
"AnnaWrestler",7232,141,false
"Merckxcycling",1805,1155,false
"ReneChampion1",1099,2007,false
"sweetstickyrain",837,1406,false
"kwitterati",53,192,false
"Gregoriorpo",323,958,false
"joekabye",28,204,false
"OmahaLibrary",9567,1205,false
"KingsCountyHosp",140,128,false
"laurenjblogger",240,295,false
"WandaThibodeaux",3859,3754,false
"MonterioMA",227,1005,false
"BreastDense",1852,3915,false
"t_campy",1329,1345,false
"emkmorrow",657,139,false
"EarringsFalafel",17,40,false
"Shane_Clements",1044,513,false
"ForeverFarmiga",235,872,false
"CoachRitaB",250,428,false
"Healthy_MoCo",561,853,false
"HorwoodJason",160,642,false
"SandraHMcD",379,227,false
"WesternMotorHTX",31,33,false
"tomnbev",1461,2757,false
"sportygirl_85",3113,2432,false
"DominickAlbano3",2799,2743,false
"wefindthyme",16,367,false
"NYBeefCouncil",690,442,false
"APetrelak",2143,3737,false
"EBSCO4Corporate",1350,1929,false
"Scivation",10792,2615,false
"AAPSOPT",3851,341,false
"kelly_smith",1567,2711,false
"BYOI",463,708,false
"juliejeske",3854,2043,false
"ClearanceJobs",26695,452,false
"aditi_sf",435,254,false
"Q_Dawg_",11,76,false
"PhysicalFolkUK",1881,2133,false
"GabrielHagstrom",89,578,false
"BeeryBen",544,1192,false
"TrippyLifeBlog",635,820,false
"teachergriff",334,872,false
"Hobbycraft_RSL",515,964,false
"1612Watchlist",1827,1064,false
"squirrelychick1",121,327,false
"MoonUnitMom",3756,4637,false
"Asgardian__Lady",2678,2405,false
"RubinOwensTandF",1004,978,false
"WaheedABhatti",218,981,false
"BrandonTriminio",15020,8510,false
"Cia10552",3557,4967,false
"elizabeth_lenz",284,378,false"handle","followers","following","retweet"
"TaleMed",2443,278,false
"consortpartners",424,444,false
"Christyna_64",408,527,false
"NapaHumane",422,289,false
"s_msonia",17869,12410,false
"now_we_can",17180,16685,false
"PoliticalBee",9916,9815,false
"joellhobson",504,970,false
"filmcourage",138615,2757,false
"KelownaChamber",7875,1439,false
"SarahAOrlando",592,883,false
"Mike_Gellman",65,66,false
"StartMeeting",315,179,false
"kenwagnerlaw",117,1,false
"Squirescourt",4,25,false
"attorneyjonsinn",101,1,false
"billydee77654",2344,2370,false
"luthien_seregon",496,1314,false
"Internet_HWY",43,24,false
"RocCityRetweet",1345,6,false
"Ladynix",190,909,false
"OHAOregon",6366,1484,false
"DrGeorgeBurdell",288,152,false
"AshleyD_News",4467,2158,false
"LifeSpeak",1265,1605,false
"mutualassuranc1",0,0,false
"DiabeticCyborgg",6286,4710,false
"thetreepro_reno",15,30,false
"tjbogart33",41733,45706,false
"YMCARochester",4069,350,false
"MangoBilling",1738,1817,false
"WhyChrisBrain",1588,961,false
"AWRunFitness",2154,1459,false
"OpitzGeorge",206,205,false
"stuart73g",5296,4652,false
"bestwbc",142,14,false
"HockinLyndsay",153,172,false
"greentaralady",4101,3967,false
"utkarsh_amitabh",1325,1575,false
"BinusTV",13443,211,false
"authenticausa",2,0,false
"TheSpotboutique",379,767,false
"WV_Lawyer",89,34,false
"AzharUom",7546,7642,false
"RFgigigram",80,222,false
"MedicareGov",34807,98,false
"apination",40,136,false
"mercycorps",224447,1148,false
"bobkeeferlaw",13515,11644,false
"UKRunChat",74468,21780,false
"CodingDojoDotCo",4886,1761,false
"CariErwin",42,225,false
"JonMcHugh1",313,760,false
"Jump15O",5,3,false
"AskKaren",1505,1176,false
"SummitMedicalNJ",4798,2621,false
"FoodInstitute",3556,815,false
"HafsahYasir",34,478,false
"BuckeyeTrev",213,916,false
"epifaniamag",352,511,false
"A_R_TforPEACE",18890,10823,false
"MidasTouchMind",20,233,false
"MidasTouchMind",20,233,false
"kalkua1",3577,4992,false
"AccountistLisa",15287,16033,false
"YvesArnaudKONAN",46,376,false
"FitSouthlands",31,129,false
"SuperTaoInc",103,12,false
"HopHomes",25,43,false
"jtylerlee",2080,2117,false
"marcopiovesan",712,581,false
"InspiringWmnOrg",214,683,false
"electronicsperu",32,233,false
"MeLunaUSA",658,5,false
"VishwasP",2359,251,false
"ceridwen_parker",584,898,false
"LizSaldanaNYC",1495,1110,false
"smile__v9",12491,11868,false
"russelltim151",2235,1028,false
"KellyJenningsR1",51,517,false
"WisconsinAIS",379,511,false
"1397mmn",227,643,false
"HHSRegion9",4146,381,false
"xCinderella90",509,1709,false
"ColleenAilor",19,14,false
"amdssalem",306,1293,false
"imperfect_foods",12834,1234,false
"katemarlowe_CCP",13,28,false
"DraDeSouza",510,760,false
"Irwandegalendyr",1191,1504,false
"happylifeclinic",33,43,false
"RedArchon47",61,378,false
"AAHI_Info",212,136,false
"kelly_smith",1567,2711,false
"renefris",4251,4255,false
"reang_",837,1012,false
"ArsenalCU",1252,226,false
"HutchisonJA",737,2451,false
"BlondeViki",355,350,false
"haidernawab",448,1119,false"handle","followers","following","retweet"
"KashiaSmile",19,6,false
"changermindset",2792,4992,false
"1612Watchlist",1827,1064,false
"LizSaldanaNYC",1495,1110,false
"gcaballeroo",296,1148,false
"albertjvargas",338,779,false
"_perciaaa",935,452,false
"abilecttry",70,84,false
"drcesarlara",1115,1324,false
"FitPhatChat",29,134,false
"SimplyGlutenFre",18472,6230,false
"Tess_blue815",4313,2499,false
"lauriesantos",10273,289,false
"papotebx",101,59,false
"elpatiomagazine",20,29,false
"TTMGNY",116,287,false
"goodgym",11771,1460,false
"FinEdChat",3339,1440,false
"katy_milkman",18423,612,false
"BDLpub",2065,1545,false
"NYCHealthSystem",22261,2486,false
"LizSaldanaNYC",1495,1110,false
"WGCommunityCare",57,401,false
"alvarofb23",84045,87666,false
"allcore360",96,167,false
"mariane55607987",174,298,false
"LABryce_author",3670,3558,false
"LucyIsabel33",1292,337,false
"sparkpr",4299,4168,false
"Hopkins_CIM",903,1282,false
"FiALakeWylie",109,152,false
"NatillaVainill1",132,568,false
"CarolYMorrisse1",1797,2416,false
"AliroMarketing",1071,1398,false
"cherrypitts69",970,2542,false
"PaulHendershot",91,110,false
"c8west",4147,4165,false
"ezrateach",10116,10044,false
"MAMOUNKHATEEB",2816,5030,false
"_XRELITE",71,160,false
"atatenea",16832,6061,false
"mhall55nine",35350,26155,false
"PeaceNewsNet",4183,3260,false
"ltmcdies",1215,402,false
"MarkLiskay",5,34,false
"pdxdelivers",10,206,false
"windchimes1010",623,844,false
"shirfire218",7382,8116,false
"GY18164253",22669,5328,false
"HelloDayUK",1513,1120,false
"clootrack",1026,919,false
"vivaeditions",4762,3147,false
"Momtraveltips",326,314,false
"NerissaaEmy",32274,4931,false
"ServiceProRX",3,5,false
"jopoleski",8703,8663,false
"WayneIsbister",3004,2673,false
"MMUSCuttingTool",5074,262,false
"Rixy85585800",15,52,false
"BgSnezana",58512,54531,false
"PSPINC",617,1465,false
"BFCOColumbia",2123,673,false
"mindoverlatte",328,209,false
"IWFAinfo",1986,903,false
"Janerette",674,778,false
"ExpertDiabetes",30,9,false
"NavyMemorial",5193,205,false
"Alzheimers_NIH",11573,651,false
"2logicalLeaders",81,73,false
"TheBeautyMaven_",174,505,false
"LABryce_author",3670,3558,false
"TheTimKintz",2678,4459,false
"BUYAJAN",4199,4350,false
"ManojKu27502397",7,6,false
"MangoBilling",1738,1817,false
"StineEckert",2332,2268,false
"WritingCoop",2735,73,false
"team8suki8nao8",13526,13164,false
"Louise_Jury",8808,1356,false
"viddezign",33,32,false
"_Twosense",14,54,false
"RD4Food",1002,1778,false
"tommyspaulding",2286,1240,false
"drjulieconnor",2932,3003,false
"AnkitaPrakash15",303,320,false
"dannyvfitness",70,231,false
"ServiceKeepers",717,1831,false
"Lauriejom",1071,1281,false
"LX1lunadplata",3170,4771,false
"FadanConsultant",601,140,false
"LivingOrderSA",4839,3991,false
"RebeccaNeely1",4503,4516,false
"Debs_mckenna",30,196,false
"jobseekslack",95,16,false
"thatisissa",417,4999,false
"Mikeroc0sm",1252,795,false
"MsBeasleynik",31,188,false
"MicromaniaF",3792,4510,false
"raiden96",42,18,false
"WoWBTV",154,120,false"handle","followers","following","retweet"
"FleetFeetHSV",1569,669,false
"magicianary",323,530,false
"danifrank85",2047,280,false
"Vitacost",32364,13099,false
"RuaPRAvVcrndSSp",489,1025,false
"DitchingO",12,121,false
"ManageDiabetes",14288,6394,false
"SunscapeCuracao",129,27,false
"eLearningBros",13832,1708,false
"EverydayEasyChi",1410,358,false
"UKScreenSkills",67646,405,false
"korenthemp",256,216,false
"AlexandruFM",1220,718,false
"MidlifeMoxie",90,149,false
"methodshop",5029,4701,false
"Sam_I_Am_777",773,1230,false
"beardedcrank",887,4995,false
"LABryce_author",3670,3558,false
"LucyEaker",1661,3384,false
"ahmed89dug",315,1024,false
"BrianMcPatrick",188,94,false
"WanderlustFest",86416,280,false
"nsaidian",16912,12055,false
"JKnuevil",26,60,false
"Uduak10776506",21,80,false
"_adriantweets",104,206,false
"Oi__4i",43481,42480,false
"NewsSource13",103,445,false
"MariaOl78494820",2495,5000,false
"IngoldIsrael",1388,2339,false
"PeterDo80177578",142,1285,false
"FisherLeads",370,807,false
"YMBBastepaway",21327,20704,false
"adityayadavad",13,142,false
"SunTower1",930,538,false
"ecovestproperty",548,1003,false
"FBJFit",487,263,false
"PRiengmond",3586,3385,false
"giveagradago",13402,3699,false
"HBMastCells",878,655,false
"ezstorit",2118,2077,false
"NikoLas_112",8061,5452,false
"hr130130",16546,5337,false
"Korn_Ferry",29625,3162,false
"Vector_Talent",742,857,false
"1612Watchlist",1827,1064,false
"renata__gomide",150,567,false
"annaeverette16",1482,1229,false
"FVAHpets",56,68,false
"barefootalchmst",933,946,false
"hkinvestment1",3062,2873,false
"DiamondLight108",5,152,false
"ChronicallyO",829,1071,false
"JoanKhoury",2723,957,false
"MrRetweeterrrr",147,1,false
"Juancponcef",10782,9604,false
"carolstrunkshow",335,636,false
"russpowell25",4586,4588,false
"tataRus93",5182,393,false
"jeffgiesea",25992,2210,false
"dianakelly",3866,3973,false
"SweepinItClean",0,26,false
"ShannonBrockman",700,628,false
"whoslappedjohn3",1638,2107,false
"djmonijj",12710,13833,false
"LauraDiBella15",624,139,false
"FaizaYousuf",9159,4891,false
"TamirAShaw",1403,1328,false
"Upwork",167158,7111,false
"Phoenix1Ja",100,87,false
"Mass_Consumer",3855,2752,false
"Vegan4Animal",5329,635,false
"HanscomFCU",1539,1890,false
"chelleyLitman",1883,2006,false
"derekdeprey",10480,10290,false
"gleim",146,7,false
"BlauerHimmeli",801,950,false
"Nomadvisas",75,7,false
"David77692706",11611,6723,false
"plantswin",4178,1824,false
"txbumpkin3",320,277,false
"rjkmr__klrz",10038,4842,false
"lrahman376",15255,13430,false
"chorrimerca",162,134,false
"PapagalosE",5860,5249,false
"KatieGx86",372,984,false
"DarsrangM",7242,6954,false
"RosarioLanetti",104,227,false
"a_charlie15",2324,2097,false
"rosalokeyorbe",1210,1424,false
"AngelaMariabs20",8202,4067,false
"AlfonsinNilda",5494,1261,false
"HockeySkates3",3952,4979,false
"heinka",1064,1441,false
"Bint_e_Sadiq",313,1130,false
"robtropper",13425,12350,false
"take5outdoors",50,27,false
"kb_loves_books",703,1987,false
"GayHenson10",7,168,false
"RashadaYesmin_",154,305,false"handle","followers","following","retweet"
"AbRazaq",53582,37519,false
"PartTimeDimeCOM",2837,2,false
"SupStreamersRT2",17944,8375,false
"TanyaPlamenova",10961,3259,false
"Apoka68",1664,2057,false
"giannis2221963",11688,6571,false
"GleimAccounting",2974,560,false
"daweaselbass",4632,180,false
"UnhappyAmethyst",16,35,false
"siempredar",1773,1775,false
"scottsburg47170",1558,2185,false
"artzent",2221,3233,false
"BOMYGOD",82,86,false
"yu_magic21",174,45,false
"lovepeacejoy888",9769,9418,false
"Bellaasays2",1954,2773,false
"juwadikimiyaho2",35478,38857,false
"Larry_Ragland_",9,85,false
"JoelRoosen",14,112,false
"Attilaloe1",2726,4844,false
"5weet_alpenfee",3056,698,false
"CoBikesElectric",1419,1354,false
"youngposthk",3453,167,false
"RashadaWrites",7442,4491,false
"mirudebowy",1139,538,false
"Clarelmadgin",56,247,false
"PaulCooneyKW",485,155,false
"RoguePole",1,29,false
"planetkruger",17,91,false
"Pursuit_Live",92,606,false
"rebamc47",1387,1469,false
"Christ_Peter2nd",543,452,false
"DawudMarsh",901,1151,false
"GSRotary",388,336,false
"SU4LOnline",35,27,false
"Kate1880",1740,1112,false
"ConnieMoser",317,464,false
"shawchan98",883,3816,false
"StaffsPreEng",2425,416,false
"CoCars",1311,1942,false
"oneyouplymouth",216,133,false
"sween007",43,122,false
"theBlitz80",801,1269,false
"hig68",13048,13471,false
"BoarTravel",318,192,false
"Sainty2016",416,1046,false
"JoeMuscat8",2,15,false
"aloewhat",7330,8067,false
"redactednerd",9216,10125,false
"FantasiaVillas",1950,562,false
"psychonaut_18",33,451,false
"arr_abhi",69,546,false
"friendlyWendyB",1931,1215,false
"Abdulla32841815",15,81,false
"AudreyJarvis",3397,5001,false
"TokioLotus",89,153,false
"UnikentICCI",209,377,false
"toddmargo",4280,4909,false
"ataxiascot",22813,9770,false
"MarkHillMBE",25710,27501,false
"MarkHillMBE",25710,27501,false
"thekiltwalk",8372,1441,false
"AaronCuddeback",10704,129,false
"MihowBogucki",200,407,false
"SteelBlaise",67,258,false
"johnchalloran",2658,2855,false
"m_Teolly",59,213,false
"ReadEasyUK",257,925,false
"DalyRecruitment",307,665,false
"Dapdapmat",2056,2037,false
"eightball07",5267,5741,false
"Ruby19121",523,535,false
"MGripsgard",527,1154,false
"karynpalminteri",1776,1154,false
"khatchig_says",415,622,false
"JamesCaline",229,666,false
"peachisyummy",8025,8339,false
"AdrienneGon",3238,4552,false
"cindyintoronto",346,794,false
"technotic_us",60,211,false
"pinman",4810,1883,false
"Lisa35615961",94,72,false
"aa997",382,1785,false
"AmarN56241821",218,342,false
"BigSexy2019",269,363,false
"HelloMittyKitty",9273,9519,false
"bitchkitten5",6344,6965,false
"pariinsan736",69,21,false
"MarkHillMBE",25710,27501,false
"MrBeauTea",5,17,false
"ScotWomenSport",7387,1046,false
"charli_says",2628,1299,false
"IamSoftEng",259,2074,false
"Zanele_Shenge",6493,598,false
"SpeculatingNerd",1096,1061,false
"Mysterious_Leo5",1523,909,false
"NTPlasNewydd",4332,408,false
"swimtraxx",34,0,false
"wohl34",14781,14604,false
"JonathanBuzo2",639,1020,false"handle","followers","following","retweet"
"MarkHillMBE",25710,27501,false
"JonathanBuzo1",1460,1991,false
"PO_LivingBeings",247,511,false
"SanchPal",597,2194,false
"jagdishjojawar",729,765,false
"DIYMikes",11363,7407,false
"IHarjeetR",7009,236,false
"BeMyHealth",1603,106,false
"AnalyticaGlobal",1786,1,false
"TheStormCentre1",14,113,false
"frankmaish12",333,1387,false
"ChinaPlusNews",767864,244,false
"BailiwickBabe",1911,1407,false
"Levendaki17",2419,2458,false
"SaveOurForests_",698,2210,false
"TheLadyLibraLA",3517,5000,false
"GrahamBaird",1113,5001,false
"Trisher_W",105,256,false
"PhyllisAnnShaw",58,92,false
"MarthaLarive",1488,2710,false
"MonicaRivpin",4699,4577,false
"KrmgOnline",560,605,false
"GreninjaGirlYT",260,78,false
"Tejashr54636133",48,63,false
"r_mcdermith",1599,3098,false
"IttiBittiRemi",78,220,false
"cwatters3",71,139,false
"Trish5_Here",3241,2906,false
"frannie_miller",209,754,false
"thehrmonks",228,526,false
"Furf_7",3773,4919,false
"wallflowerhuman",1882,2074,false
"lindhays",2488,5001,false
"RobertJ92022975",3969,4399,false
"FirstWish42",3721,5000,false
"FaithFortune99",2205,2441,false
"BruceMadonna",291,438,false
"CarlosTryidero",1847,2754,false
"mathers_georgia",5867,6215,false
"AwesomeRex_",6432,6741,false
"CL2Empower",10052,9720,false
"anthonyrm86",28,84,false
"laurabethcowan",58246,52411,false
"procm2",20776,22914,false
"abusaqer",451,773,false
"LaurieJBarnes",6696,7357,false
"HonorMJAlways",78,140,false
"kentuckygrandma",6478,6800,false
"bkaydw",10115,9830,false
"skinner_jas",286,219,false
"ChickenSpaz",5349,5360,false
"StevenPTorres4",289,384,false
"LindaMarkss",20611,20862,false
"MichaelHallman4",5942,6055,false
"AFCC_Esq",120,162,false
"ChaosDara",2858,3399,false
"trendysubbox",14,14,false
"1Sparkyman",863,1709,false
"752Rad",5314,5254,false
"hifmradio",14228,352,false
"Fah_Lo_Me",20806,20412,false
"RockvilleSue51",2681,3304,false
"lilsister7",5056,3161,false
"ineffableimages",375,2086,false
"overdramaticlys",547,548,false
"EliteSportsClub",600,425,false
"koolbreez3",379,325,false
"lasondralateish",2910,1900,false
"Amesj20",298,634,false
"techi_princess",369,393,false
"jamessfaulkner",4151,313,false
"leftypatriot",3068,4928,false
"whittims",189,244,false
"LizSaldanaNYC",1495,1110,false
"Just_A_Zach",22,19,false
"TorinoEvolve",299,230,false
"JScigala",7857,2580,false
"vahid19758",38,497,false
"AJIHealth",171,380,false
"MWCoutu",583,653,false
